participant_id,device,accuracy_deg,rms_precision_deg,data_loss,valid_trial_share,sampling_rate_hz
SYN-W-0367,webcam,0.882025,0.624418,0.038925,0.944868,33.948247
SYN-W-0368,webcam,1.234001,0.604061,0.075654,0.947668,28.238213
SYN-W-0369,webcam,1.278029,0.35925,0.054887,0.933628,30.783286
SYN-W-0370,webcam,1.648797,0.549372,0.200922,0.996514,32.699244
SYN-W-0371,webcam,0.996652,0.380494,0.041083,0.958528,28.435454
SYN-W-0372,webcam,1.055308,0.44993,0.109563,0.903819,29.756173
SYN-W-0373,webcam,1.285063,0.958015,0.127336,0.900771,30.476628
SYN-W-0374,webcam,0.541295,0.612201,0.182885,0.921909,27.333585
SYN-W-0375,webcam,1.872564,0.301077,0.073234,0.906453,28.076044
SYN-W-0376,webcam,1.213846,0.565485,0.059577,0.927533,30.586197
SYN-W-0377,webcam,1.483108,0.459904,0.092104,0.979388,29.944355
SYN-W-0378,webcam,1.174712,0.603048,0.114642,0.914028,29.610726
SYN-W-0379,webcam,0.54405,0.587806,0.173277,0.913387,30.869261
SYN-W-0380,webcam,1.153599,0.412337,0.126182,0.979339,28.182959
SYN-W-0381,webcam,0.820971,0.65107,0.121901,1.0,34.06414
SYN-W-0382,webcam,1.073558,0.395704,0.093276,0.951396,28.920479
SYN-W-0383,webcam,1.599527,0.547903,0.096592,0.911397,26.991409
SYN-W-0384,webcam,1.454389,0.627318,0.143203,0.935573,34.264908
SYN-W-0385,webcam,0.620938,0.456651,0.102212,0.932426,29.825455
SYN-W-0386,webcam,0.990149,0.642411,0.109681,0.917218,29.948711
SYN-W-0387,webcam,0.935994,0.45506,0.18085,0.879395,28.109314
SYN-W-0388,webcam,0.55788,0.681679,0.138995,0.944179,29.202981
SYN-W-0389,webcam,0.762065,0.609024,0.114566,0.930496,27.275573
SYN-W-0390,webcam,1.041694,0.059817,0.127765,0.922068,34.122479
SYN-W-0391,webcam,0.786144,0.524686,0.149,0.911897,27.77477
SYN-W-0392,webcam,1.287725,0.459478,0.093069,0.903653,36.644231
SYN-W-0393,webcam,1.574365,0.484182,0.165329,0.894799,29.758391
SYN-W-0394,webcam,1.071877,0.470883,0.054176,0.902573,31.50037
SYN-W-0395,webcam,1.31654,0.405408,0.202412,0.939264,30.45034
SYN-W-0396,webcam,1.132487,0.548367,0.143493,1.0,33.170182
SYN-W-0397,webcam,1.13652,0.51693,0.176906,0.96115,34.064525
SYN-W-0398,webcam,1.327915,0.444286,0.118568,0.949927,27.96485
SYN-W-0399,webcam,0.838213,0.678429,0.142594,0.962624,34.407178
SYN-W-0400,webcam,1.260839,0.540192,0.164798,0.94214,32.154026
SYN-W-0401,webcam,0.724181,0.450946,0.064211,0.880772,26.678517
SYN-W-0402,webcam,1.370942,0.592448,0.17557,0.900694,33.330779
SYN-W-0403,webcam,0.912939,0.978716,0.083115,0.960794,30.551897
SYN-W-0404,webcam,1.070991,0.613322,0.078389,0.939621,28.737813
SYN-W-0405,webcam,1.05653,0.479541,0.089227,0.96506,28.631216
SYN-W-0406,webcam,1.311585,0.475612,0.038888,0.902552,29.073197
SYN-W-0407,webcam,1.293456,0.384849,0.093217,0.937155,28.916001
SYN-W-0408,webcam,1.245076,0.359744,0.011163,0.937666,31.264815
SYN-W-0409,webcam,0.681071,0.36206,0.062211,0.893702,32.602408
SYN-W-0410,webcam,1.310338,0.57172,0.139293,0.940094,27.061815
SYN-W-0411,webcam,1.482216,0.381825,0.110857,0.849567,30.040818
SYN-W-0412,webcam,1.517148,0.445836,0.047631,0.974091,32.872631
SYN-W-0413,webcam,1.091538,0.414868,0.096182,0.913586,27.568887
SYN-W-0414,webcam,1.003189,0.325965,0.040883,0.92522,30.638888
SYN-W-0415,webcam,1.176781,0.636982,0.035217,0.920437,33.217652
SYN-W-0416,webcam,1.049808,0.585975,0.075711,0.928415,36.460382
SYN-W-0417,webcam,0.976182,0.485901,0.077203,0.991417,29.782574
SYN-W-0418,webcam,0.999037,0.634001,0.016176,0.954175,31.893276
SYN-W-0419,webcam,1.470062,0.724447,0.049121,0.945297,30.458086
SYN-W-0420,webcam,0.824243,0.433423,0.090648,0.944036,29.293136
SYN-W-0421,webcam,1.167111,0.424667,0.121441,0.967095,30.509044
SYN-W-0422,webcam,1.15256,0.500282,0.053394,0.99086,26.39659
SYN-W-0423,webcam,1.726598,0.639961,0.07719,0.953034,28.397064
SYN-W-0424,webcam,0.453786,0.674699,0.053342,0.903663,23.572187
SYN-W-0425,webcam,1.114433,0.266372,0.135914,0.987153,35.044484
SYN-W-0426,webcam,1.080613,0.540175,0.133928,0.974046,29.551731
SYN-W-0427,webcam,1.199051,0.704239,0.076272,0.936006,25.494811
SYN-W-0428,webcam,1.336427,0.596107,0.080325,0.914849,24.269752
SYN-W-0429,webcam,0.986175,0.544362,0.08683,0.984153,32.854484
SYN-W-0430,webcam,1.214328,0.277449,0.130858,0.916857,33.126975
SYN-W-0431,webcam,0.911813,0.272537,0.115422,0.964162,28.491925
SYN-W-0432,webcam,0.901741,0.537317,0.137374,0.936588,33.591251
SYN-W-0433,webcam,1.239082,0.246757,0.034795,0.948085,28.660822
SYN-W-0434,webcam,1.402981,0.535807,0.099146,0.944928,31.256851
SYN-W-0435,webcam,0.650641,0.391911,0.115895,0.932849,31.20312
SYN-W-0436,webcam,1.124169,0.416043,0.065488,0.943221,32.709243
SYN-W-0437,webcam,1.056392,0.230972,0.150673,0.90547,26.518086
SYN-W-0438,webcam,0.781881,0.288707,0.086617,0.91927,30.583643
SYN-W-0439,webcam,0.92857,0.686117,0.0,0.934026,28.810518
SYN-W-0440,webcam,0.89871,0.509635,0.136477,0.915343,32.291339
SYN-W-0441,webcam,1.538266,0.475778,0.081716,0.906615,31.500101
SYN-W-0442,webcam,1.257004,0.267999,0.116212,0.941037,30.723972
SYN-W-0443,webcam,1.111523,0.497943,0.032113,0.946164,29.090486
SYN-W-0444,webcam,1.821025,0.701897,0.024794,0.932794,25.910691
SYN-W-0445,webcam,0.822152,0.524201,0.091102,0.978299,35.0376
SYN-W-0446,webcam,1.435174,0.513734,0.099851,0.925374,27.35456
SYN-W-0447,webcam,1.223448,0.208052,0.142452,0.925286,32.171647
SYN-W-0448,webcam,1.55904,0.577127,0.169755,0.960187,31.966346
SYN-W-0449,webcam,0.93634,0.548601,0.099848,0.925971,29.337508
SYN-W-0450,webcam,1.419589,0.437655,0.05306,0.93834,27.944666
SYN-W-0451,webcam,1.270173,0.349041,0.13249,0.93973,30.210141
SYN-W-0452,webcam,1.379337,0.468976,0.224143,0.854585,26.242534
SYN-W-0453,webcam,0.775475,0.468723,0.047629,0.951637,26.673394
SYN-W-0454,webcam,1.03512,0.482151,0.05552,0.949833,30.049931
SYN-W-0455,webcam,1.485969,0.520141,0.049774,1.0,30.542341
SYN-W-0456,webcam,1.050372,0.659968,0.157381,0.967822,32.629971
SYN-W-0457,webcam,0.672553,0.516215,0.015066,0.913057,33.97375
SYN-W-0458,webcam,1.240832,0.765752,0.075123,0.961059,25.974928
SYN-W-0459,webcam,1.467457,0.56349,0.0,0.956046,28.169857
SYN-W-0460,webcam,0.938637,0.62729,0.074193,0.957078,28.219021
SYN-W-0461,webcam,1.304616,0.392655,0.116617,0.98136,29.518643
SYN-W-0462,webcam,1.414207,0.398799,0.121824,0.907314,28.982763
SYN-W-0463,webcam,0.998186,0.339046,0.178931,0.944372,26.463879
SYN-W-0464,webcam,0.94873,0.561671,0.173294,0.958241,26.246118
SYN-W-0465,webcam,1.373943,0.691135,0.093229,0.950639,28.677416
SYN-W-0466,webcam,1.221064,0.615024,0.166052,0.88869,30.924942
SYN-W-0467,webcam,1.25268,0.599615,0.091319,0.917358,29.502543
SYN-W-0468,webcam,1.215882,0.281984,0.18128,0.967095,29.44517
SYN-W-0469,webcam,0.93849,0.685944,0.027622,0.953192,32.54941
SYN-W-0470,webcam,1.53295,0.361773,0.101705,0.927519,24.244864
SYN-W-0471,webcam,1.505724,0.59203,0.043471,0.991375,32.491739
SYN-W-0472,webcam,1.083273,0.551162,0.055262,0.939349,26.252077
SYN-W-0473,webcam,1.247143,0.477422,0.089687,0.975556,30.771821
SYN-W-0474,webcam,0.5999,0.78966,0.132859,0.917512,32.365851
SYN-W-0475,webcam,1.347892,0.451817,0.09169,0.966673,29.469237
SYN-W-0476,webcam,0.957298,0.445736,0.022628,0.928985,28.04991
SYN-W-0477,webcam,1.047763,0.732485,0.096438,0.964279,30.211731
SYN-W-0478,webcam,0.533288,0.466668,0.19941,0.853325,28.843505
SYN-W-0479,webcam,0.731209,0.316007,0.057295,0.964273,34.764563
SYN-W-0480,webcam,0.573865,0.30169,0.079933,0.973236,34.398174
SYN-W-0481,webcam,0.931562,0.490193,0.0934,0.941104,29.53362
SYN-W-0482,webcam,1.117764,0.371052,0.079588,0.948625,30.852818
SYN-W-0483,webcam,1.034755,0.642398,0.121418,0.983079,31.502146
SYN-W-0484,webcam,0.98631,0.362914,0.108815,0.895054,32.627999
SYN-W-0485,webcam,1.014492,0.360163,0.078346,0.968786,28.131138
SYN-W-0486,webcam,1.620477,0.602055,0.112695,0.963603,30.864803
SYN-W-0487,webcam,1.105001,0.47195,0.089527,0.873335,32.307003
SYN-W-0488,webcam,1.082769,0.650483,0.051661,0.974394,32.199877
SYN-W-0489,webcam,1.424405,0.579975,0.041826,0.906459,28.138467
SYN-W-0490,webcam,0.818374,0.654129,0.01757,0.899164,29.842196
SYN-W-0491,webcam,1.329388,0.635948,0.174859,0.990656,27.096812
SYN-W-0492,webcam,1.220057,0.392594,0.063912,0.952345,33.606643
SYN-W-0493,webcam,1.285496,0.423961,0.165178,0.925126,25.128627
SYN-W-0494,webcam,0.818869,0.414975,0.064573,0.925384,30.516246
SYN-W-0495,webcam,1.277555,0.634472,0.08934,0.924691,24.509303
SYN-W-0496,webcam,1.096616,0.330268,0.093668,0.888865,31.743127
SYN-W-0497,webcam,0.928544,0.655588,0.031789,0.970438,28.715337
SYN-W-0498,webcam,1.241172,0.462702,0.095583,0.941921,29.421829
SYN-W-0499,webcam,0.898213,0.489662,0.044119,0.930345,31.61452
SYN-W-0500,webcam,0.739908,0.554081,0.1516,0.936952,33.33919
SYN-P-0001,professional,0.763166,0.344615,0.058312,0.989059,123.975328
SYN-P-0002,professional,0.756395,0.244668,0.013389,0.953229,119.298867
SYN-P-0003,professional,0.623318,0.389081,0.019663,0.96763,121.427778
SYN-P-0004,professional,0.676962,0.272559,0.102202,0.977112,114.657822
SYN-P-0005,professional,0.977014,0.287865,0.002884,0.992916,126.084381
SYN-P-0006,professional,0.957233,0.370319,0.025335,0.982152,117.489134
SYN-P-0007,professional,0.659891,0.289594,0.052744,0.98797,118.833002
SYN-P-0008,professional,0.598634,0.20133,0.01963,0.950132,114.917388
SYN-P-0009,professional,0.700439,0.376226,0.039993,0.976856,118.850097
SYN-P-0010,professional,0.455798,0.327362,0.056162,0.988553,120.064661
SYN-P-0011,professional,0.562199,0.195772,0.043064,0.992375,122.033062
SYN-P-0012,professional,0.774919,0.282098,0.027949,1.0,118.11761
SYN-P-0013,professional,0.368197,0.229979,0.023775,0.959706,114.954102
SYN-P-0014,professional,0.618089,0.158429,0.038609,0.964599,110.051748
SYN-P-0015,professional,0.35412,0.272966,0.078681,1.0,124.877526
SYN-P-0016,professional,0.689776,0.082423,0.037361,1.0,119.622189
SYN-P-0017,professional,0.520979,0.211121,0.030184,0.971115,118.499914
SYN-P-0018,professional,0.464922,0.175852,0.048759,0.94838,123.445508
SYN-P-0019,professional,0.456602,0.253048,0.037249,0.965869,117.551262
SYN-P-0020,professional,0.520664,0.285919,0.038468,1.0,120.625041
SYN-P-0021,professional,0.689275,0.266532,0.068583,0.976107,115.772459
SYN-P-0022,professional,0.632196,0.305585,0.025605,0.986264,127.569977
SYN-P-0023,professional,0.854388,0.305907,0.040271,0.992791,119.105044
SYN-P-0024,professional,0.591046,0.271395,0.053359,0.973139,121.386189
SYN-P-0025,professional,0.308749,0.156336,0.07001,0.982464,119.471099
SYN-P-0026,professional,0.606855,0.200074,0.038411,0.985282,121.265444
SYN-P-0027,professional,0.348066,0.220729,0.040318,0.983725,118.18966
SYN-P-0028,professional,0.834923,0.247344,0.051432,0.96779,123.431611
SYN-P-0029,professional,0.414627,0.217848,0.03606,0.99905,121.841538
SYN-P-0030,professional,0.349557,0.234848,0.03576,0.97301,117.528454
SYN-P-0031,professional,0.655227,0.397894,0.053232,0.966472,121.930203
SYN-P-0032,professional,0.750192,0.185927,0.013238,0.986388,122.338948
SYN-P-0033,professional,1.067725,0.372121,0.053799,0.988545,125.028523
SYN-P-0034,professional,0.919483,0.315356,0.057794,0.972828,114.24106
SYN-P-0035,professional,0.679972,0.289814,0.043628,0.961374,122.183555
SYN-P-0036,professional,0.757078,0.279548,0.055562,0.98006,117.593653
SYN-P-0037,professional,0.519841,0.317804,0.024597,1.0,121.962635
SYN-P-0038,professional,0.678224,0.324506,0.02653,0.9661,119.904886
SYN-P-0039,professional,0.77936,0.318171,0.029662,0.992632,116.701603
SYN-P-0040,professional,0.456403,0.283287,0.0,0.983636,118.654783
SYN-P-0041,professional,0.664871,0.230046,0.038963,0.959668,122.188152
SYN-P-0042,professional,0.553846,0.24747,0.055375,0.997175,127.1865
SYN-P-0043,professional,0.338096,0.21227,0.032315,0.973003,122.100341
SYN-P-0044,professional,0.753533,0.238298,0.053504,0.972798,122.306374
SYN-P-0045,professional,0.814445,0.184312,0.043571,0.97214,116.405071
SYN-P-0046,professional,0.358254,0.318181,0.074411,0.976862,118.144414
SYN-P-0047,professional,0.921344,0.196934,0.01488,0.995653,121.870761
SYN-P-0048,professional,0.645535,0.280559,0.024211,0.956483,118.782228
SYN-P-0049,professional,0.560975,0.254783,0.051099,0.983387,128.016864
SYN-P-0050,professional,0.60056,0.19163,0.029801,0.975101,122.25313
SYN-P-0051,professional,0.472881,0.290622,0.013097,0.960795,119.124294
SYN-P-0052,professional,0.633056,0.248424,0.039162,0.971522,116.365049
SYN-P-0053,professional,0.587033,0.32996,0.029257,0.976625,119.212509
SYN-P-0054,professional,0.718994,0.42272,0.02596,0.990539,113.916731
SYN-P-0055,professional,0.50895,0.220151,0.031472,0.966524,114.961842
SYN-P-0056,professional,0.652566,0.270511,0.031052,0.979795,121.104454
SYN-P-0057,professional,0.784648,0.099179,0.043681,0.966377,119.456808
SYN-P-0058,professional,0.668896,0.302351,0.0497,0.994826,117.467735
SYN-P-0059,professional,0.771867,0.274426,0.024927,0.964234,114.82993
SYN-P-0060,professional,0.309529,0.05,0.040448,0.991961,115.482249
SYN-P-0061,professional,0.433237,0.25231,0.06485,0.960261,123.717964
SYN-P-0062,professional,0.817554,0.271584,0.028823,0.96245,124.643512
SYN-P-0063,professional,0.718698,0.188309,0.066446,0.99069,127.091619
SYN-P-0064,professional,0.523428,0.21798,0.026103,0.982105,123.469048
SYN-P-0065,professional,0.59882,0.205749,0.047888,0.966748,115.735593
SYN-P-0066,professional,0.515065,0.241392,0.064379,0.994154,122.584272
SYN-P-0067,professional,0.439356,0.174616,0.056663,1.0,115.169038
SYN-P-0068,professional,0.71102,0.287128,0.040992,0.957187,119.711655
SYN-P-0069,professional,0.571057,0.254722,0.057741,0.965151,122.790113
SYN-P-0070,professional,0.332728,0.321877,0.038351,0.976516,119.286495
SYN-P-0071,professional,0.305097,0.392826,0.018687,0.997887,120.495735
SYN-P-0072,professional,0.744365,0.347342,0.031383,0.988904,120.415628
SYN-P-0073,professional,0.554861,0.325519,0.040906,0.976246,119.098604
SYN-P-0074,professional,0.671756,0.147597,0.045461,0.999115,117.81855
SYN-P-0075,professional,0.407903,0.325447,0.010956,0.995541,108.519774
SYN-P-0076,professional,0.718537,0.251405,0.038277,0.983558,123.598748
SYN-P-0077,professional,0.672018,0.274558,0.034428,0.999271,116.041578
SYN-P-0078,professional,0.533087,0.262068,0.060594,0.964762,118.982841
SYN-P-0079,professional,0.519662,0.259364,0.057145,0.987594,123.68538
SYN-P-0080,professional,0.720055,0.257996,0.071409,0.971591,121.880532
SYN-P-0081,professional,0.938928,0.416931,0.016689,0.991238,123.123718
SYN-P-0082,professional,0.800272,0.246793,0.050971,0.959176,116.077852
SYN-P-0083,professional,0.816981,0.232215,0.07173,0.963749,118.31386
SYN-P-0084,professional,0.535562,0.368189,0.087271,0.983076,127.534832
SYN-P-0085,professional,0.625577,0.330719,0.061006,0.997379,114.75494
SYN-P-0086,professional,0.682233,0.229086,0.044714,0.977365,119.153259
SYN-P-0087,professional,0.472087,0.153572,0.054691,0.973372,119.858772
SYN-P-0088,professional,0.752323,0.294982,0.036477,0.989951,121.192793
SYN-P-0089,professional,0.607224,0.2049,0.067842,0.990367,126.942729
SYN-P-0090,professional,0.423828,0.275773,0.043103,0.969453,120.467026
SYN-P-0091,professional,0.464193,0.279646,0.057303,0.978815,116.546435
SYN-P-0092,professional,0.849519,0.333554,0.012132,0.988774,116.754051
SYN-P-0093,professional,0.566898,0.322999,0.015862,0.972368,120.737479
SYN-P-0094,professional,0.757274,0.190307,0.035498,0.979594,124.060533
SYN-P-0095,professional,0.50218,0.433612,0.052814,0.983463,124.021809
SYN-P-0096,professional,0.700514,0.411253,0.025956,0.965794,111.831914
SYN-P-0097,professional,0.587131,0.342911,0.015049,0.976575,112.470244
SYN-P-0098,professional,0.627637,0.287119,0.046141,1.0,121.670464
SYN-P-0099,professional,0.349902,0.110896,0.067445,0.975221,120.325948
SYN-P-0100,professional,0.315966,0.393319,0.008404,0.977901,126.401936
SYN-P-0101,professional,0.792711,0.269171,0.058222,0.957747,125.102831
SYN-P-0102,professional,0.735204,0.44119,0.039323,0.965536,124.673435
SYN-P-0103,professional,0.500931,0.389533,0.096573,0.986529,115.68353
SYN-P-0104,professional,0.523662,0.406278,0.044648,1.0,119.318696
SYN-P-0105,professional,0.640105,0.187752,0.022545,0.949955,115.726339
SYN-P-0106,professional,0.618798,0.320139,0.040255,0.963754,115.303614
SYN-P-0107,professional,0.380549,0.356263,0.057467,1.0,122.415016
SYN-P-0108,professional,0.379479,0.213784,0.059158,0.99309,120.501235
SYN-P-0109,professional,0.711476,0.363825,0.035661,0.94752,117.569602
SYN-P-0110,professional,0.576182,0.127609,0.032589,0.968937,122.144934
SYN-P-0111,professional,0.704078,0.087471,0.042823,0.978538,118.066915
SYN-P-0112,professional,0.741361,0.160458,0.049247,0.980178,118.005603
SYN-P-0113,professional,0.781957,0.324351,0.052229,0.963641,120.070963
SYN-P-0114,professional,0.497504,0.226555,0.026844,0.97239,116.252289
SYN-P-0115,professional,0.651269,0.099512,0.032516,0.977967,118.830082
SYN-P-0116,professional,0.543848,0.292005,0.025263,0.959154,121.188552
SYN-P-0117,professional,0.767288,0.237054,0.043165,0.972751,122.036864
SYN-P-0118,professional,0.569347,0.366516,0.074612,0.977955,116.717145
SYN-P-0119,professional,0.686666,0.327132,0.028639,0.994753,125.030949
SYN-P-0120,professional,0.622839,0.127665,0.040619,0.935538,115.720357
SYN-P-0121,professional,0.833976,0.31093,0.049097,0.952303,121.233416
SYN-P-0122,professional,0.592538,0.099258,0.042499,0.97524,119.063468
SYN-P-0123,professional,0.39822,0.129107,0.083853,0.986138,117.434472
SYN-P-0124,professional,0.455476,0.19268,0.042163,0.99284,117.287751
SYN-P-0125,professional,0.754478,0.263585,0.04446,0.977012,116.911997
SYN-P-0126,professional,0.229156,0.351816,0.04908,0.98671,120.716138
SYN-P-0127,professional,0.902202,0.053909,0.042682,0.977874,114.445168
SYN-P-0128,professional,0.812187,0.150984,0.057294,0.947807,117.874204
SYN-P-0129,professional,0.461543,0.148624,0.032294,0.973503,117.327166
SYN-P-0130,professional,0.700899,0.173981,0.077708,0.973157,117.813565
SYN-P-0131,professional,0.866307,0.362795,0.070837,0.981162,116.870111
SYN-P-0132,professional,0.656642,0.26385,0.066605,0.96571,122.588407
SYN-P-0133,professional,0.639913,0.094219,0.026991,0.980533,120.619497
SYN-P-0134,professional,0.577055,0.376298,0.0,0.969765,127.240196
SYN-P-0135,professional,0.676645,0.185948,0.04074,0.987284,116.026571
SYN-P-0136,professional,0.782369,0.265648,0.03343,0.965896,119.485103
SYN-P-0137,professional,0.58347,0.256003,0.049949,0.981095,115.053258
SYN-P-0138,professional,0.398768,0.397055,0.06768,0.988631,124.207066
SYN-P-0139,professional,0.589051,0.354737,0.063001,0.964269,119.0745
SYN-P-0140,professional,0.493246,0.34345,0.054393,0.985666,119.880988
SYN-P-0141,professional,0.472684,0.277753,0.056751,0.968868,119.452421
SYN-P-0142,professional,0.647122,0.251791,0.048144,0.994089,113.968932
SYN-P-0143,professional,0.514096,0.295394,0.048866,0.95662,120.904239
SYN-P-0144,professional,0.609612,0.153826,0.060147,0.969793,120.354716
SYN-P-0145,professional,0.424301,0.330668,0.023164,0.975197,122.680838
SYN-P-0146,professional,0.340033,0.286831,0.038675,0.971136,126.455408
SYN-P-0147,professional,0.902043,0.412982,0.04602,0.985319,123.240699
SYN-P-0148,professional,0.475021,0.22393,0.028007,0.95851,114.760201
SYN-P-0149,professional,0.56045,0.261111,0.02158,0.952046,119.625287
SYN-P-0150,professional,1.135124,0.133099,0.016657,0.983486,121.31
SYN-P-0151,professional,0.504266,0.164033,0.038333,0.973419,122.645417
SYN-P-0152,professional,0.57882,0.203529,0.054014,1.0,120.379128
SYN-P-0153,professional,0.711881,0.348903,0.040941,0.971492,121.791545
SYN-P-0154,professional,0.424323,0.252342,0.033515,0.985199,123.14196
SYN-P-0155,professional,0.847146,0.324822,0.019951,0.981276,125.520885
SYN-P-0156,professional,0.509741,0.187556,0.021579,0.965829,122.766722
SYN-P-0157,professional,0.851562,0.344957,0.011066,0.974298,125.245115
SYN-P-0158,professional,0.559348,0.330282,0.070408,0.979245,114.551594
SYN-P-0159,professional,1.042239,0.310552,0.049178,0.984807,118.949488
SYN-P-0160,professional,0.36258,0.075996,0.056075,0.979492,121.390654
SYN-P-0161,professional,0.36627,0.136816,0.053948,0.983411,117.233705
SYN-P-0162,professional,0.571729,0.261838,0.051136,0.987576,119.337318
SYN-P-0163,professional,0.48223,0.261803,0.057039,0.954019,122.779697
SYN-P-0164,professional,0.619095,0.396949,0.069777,0.980245,122.176208
SYN-P-0165,professional,0.650946,0.397797,0.00463,0.983078,120.356004
SYN-P-0166,professional,0.716977,0.232697,0.028804,0.995502,113.022787
SYN-P-0167,professional,0.392509,0.29902,0.024887,0.978976,119.967337
SYN-P-0168,professional,0.710243,0.255009,0.028297,0.988568,121.016502
SYN-P-0169,professional,0.715291,0.292872,0.033535,0.983695,122.931172
SYN-P-0170,professional,0.910691,0.369346,0.043747,0.988239,110.611974
SYN-P-0171,professional,0.505251,0.257526,0.00381,0.96436,119.046894
SYN-P-0172,professional,0.593696,0.334888,0.026102,0.9744,116.986198
SYN-P-0173,professional,0.665188,0.191131,0.029323,0.988141,116.036554
SYN-P-0174,professional,0.285742,0.087751,0.0,0.952054,117.236546
SYN-P-0175,professional,0.7567,0.294939,0.012778,0.982019,118.213458
SYN-P-0176,professional,0.530698,0.218047,0.033347,0.982289,121.958369
SYN-P-0177,professional,0.803467,0.305127,0.04758,1.0,123.899739
SYN-P-0178,professional,0.605278,0.283035,0.050101,0.966539,116.712231
SYN-P-0179,professional,0.511391,0.28848,0.054028,0.964552,119.033772
SYN-P-0180,professional,0.804187,0.23348,0.056094,0.995816,122.39858
SYN-P-0181,professional,0.818311,0.298901,0.054247,0.978316,117.590401
SYN-P-0182,professional,0.485418,0.280875,0.015674,0.985318,120.772337
SYN-P-0183,professional,0.628502,0.340447,0.043746,0.987992,126.045205
SYN-P-0184,professional,0.682256,0.193227,0.060583,0.981243,118.665877
SYN-P-0185,professional,0.712769,0.154215,0.042175,0.958653,115.444621
SYN-P-0186,professional,0.747967,0.300801,0.084134,0.959316,113.334548
SYN-P-0187,professional,0.852082,0.245067,0.023099,1.0,113.390083
SYN-P-0188,professional,0.905682,0.23265,0.019074,0.96338,116.300791
SYN-P-0189,professional,0.710543,0.389832,0.042087,0.97647,127.617629
SYN-P-0190,professional,0.740905,0.233921,0.053401,0.990071,121.099627
SYN-P-0191,professional,0.832628,0.293928,0.057375,0.976702,128.433535
SYN-P-0192,professional,0.673047,0.255242,0.0,1.0,124.391534
SYN-P-0193,professional,0.689043,0.217705,0.008053,0.968871,125.14065
SYN-P-0194,professional,0.607422,0.22432,0.054135,0.989187,119.509964
SYN-P-0195,professional,0.863355,0.307352,0.05698,0.965027,118.152284
SYN-P-0196,professional,0.68016,0.321873,0.047557,0.969527,118.518624
SYN-P-0197,professional,0.587654,0.228892,0.018641,0.974553,119.973458
SYN-P-0198,professional,0.448141,0.306989,0.037917,0.967021,123.098402
SYN-P-0199,professional,0.773597,0.373441,0.02407,0.972572,117.145235
SYN-P-0200,professional,0.37697,0.119149,0.036132,0.979054,121.884838
SYN-P-0201,professional,0.578346,0.324942,0.073887,0.960761,122.302226
SYN-P-0202,professional,0.690608,0.196873,0.034265,0.981794,118.564854
SYN-P-0203,professional,0.626306,0.218666,0.038989,0.947574,119.507418
SYN-P-0204,professional,0.603967,0.218538,0.040452,0.979785,117.383402
SYN-P-0205,professional,0.375883,0.302252,0.051763,0.988768,122.074093
SYN-P-0206,professional,0.636467,0.33999,0.051301,0.9914,120.869157
SYN-P-0207,professional,0.864287,0.262802,0.047055,0.97695,121.154634
SYN-P-0208,professional,0.364666,0.235705,0.028967,0.954576,116.02419
SYN-P-0209,professional,0.783829,0.134051,0.024593,0.971312,117.148689
SYN-P-0210,professional,0.76402,0.093535,0.052622,0.98586,124.30564
SYN-P-0211,professional,1.034046,0.282721,0.061985,0.983214,125.858219
SYN-P-0212,professional,0.467978,0.213262,0.024545,0.981266,127.631755
SYN-P-0213,professional,0.611677,0.276311,0.0441,0.963246,121.159571
SYN-P-0214,professional,0.557782,0.238238,0.036647,0.997803,114.385519
SYN-P-0215,professional,0.584481,0.257353,0.039538,0.959603,121.963016
SYN-P-0216,professional,0.628397,0.297919,0.038734,0.96381,116.586737
SYN-P-0217,professional,0.57361,0.315656,0.068475,0.969518,114.851023
SYN-P-0218,professional,0.595884,0.25836,0.044755,0.96551,125.549194
SYN-P-0219,professional,0.672821,0.421081,0.062336,0.985369,120.009421
SYN-P-0220,professional,0.874251,0.332547,0.018167,0.981998,125.45116
SYN-P-0221,professional,0.616257,0.22323,0.047803,0.979602,115.147918
SYN-P-0222,professional,0.655258,0.242243,0.071902,0.990016,116.514757
SYN-P-0223,professional,0.614539,0.293154,0.078661,0.960919,119.409422
SYN-P-0224,professional,0.695831,0.169153,0.030452,0.974145,115.709408
SYN-P-0225,professional,0.858709,0.182341,0.054871,0.950709,121.371148
SYN-P-0226,professional,0.582779,0.394169,0.041326,0.958221,124.342811
SYN-P-0227,professional,0.518521,0.187661,0.068091,1.0,113.203966
SYN-P-0228,professional,0.727052,0.311062,0.021837,0.980252,122.383949
SYN-P-0229,professional,0.450198,0.170658,0.00061,0.973303,120.642699
SYN-P-0230,professional,0.696772,0.339697,0.051202,1.0,120.564285
SYN-P-0231,professional,0.610734,0.243642,0.034962,0.961592,119.797336
SYN-P-0232,professional,0.8793,0.39868,0.045823,0.989874,111.33379
SYN-P-0233,professional,0.685184,0.276605,0.013538,0.970414,118.733077
SYN-P-0234,professional,0.785324,0.217405,0.020866,0.975434,121.102351
SYN-P-0235,professional,0.777197,0.374491,0.030126,0.955005,122.267356
SYN-P-0236,professional,0.626456,0.224035,0.034814,0.968201,112.338339
SYN-P-0237,professional,0.499628,0.428047,0.02504,0.967822,122.06601
SYN-P-0238,professional,0.945144,0.390173,0.01667,0.97098,118.287489
SYN-P-0239,professional,0.506464,0.176887,0.05057,0.987617,119.504165
SYN-P-0240,professional,0.625489,0.224517,0.041666,0.958113,121.053264
