participant_id,synthetic,device,recruitment_source,cohort_site,age_years,wears_glasses,prior_eye_tracking,display_width_cm,low_light,accuracy_deg,rms_precision_deg,data_loss,valid_trial_share,sampling_rate_hz
SYN-W-0220,True,webcam,prolific,remote,37.247847,True,False,38.208498,False,0.67312,0.541656,0.016221,0.914736,30.710737
SYN-W-0221,True,webcam,prolific,remote,36.048413,True,False,34.438782,False,1.293905,0.650846,0.144893,0.867432,30.397923
SYN-W-0222,True,webcam,prolific,remote,36.80655,True,False,28.55739,False,1.22696,0.77502,0.13532,0.936547,33.244522
SYN-W-0223,True,webcam,prolific,remote,21.47115,False,False,39.774168,False,1.412485,0.517432,0.076919,0.973186,28.110158
SYN-W-0224,True,webcam,prolific,remote,20.238297,True,False,36.122545,False,1.065897,0.437908,0.030555,0.950113,36.828575
SYN-W-0225,True,webcam,prolific,remote,38.559264,False,False,28.445136,False,1.372691,0.455829,0.131861,0.948754,33.466235
SYN-W-0226,True,webcam,prolific,remote,49.598897,True,False,33.883967,False,0.858952,0.356081,0.124786,0.896131,24.789232
SYN-W-0227,True,webcam,prolific,remote,34.60842,True,False,27.782926,False,1.099435,0.539023,0.017525,0.89935,27.348108
SYN-W-0228,True,webcam,prolific,remote,53.524309,True,False,28.513056,False,0.908246,0.422938,0.093129,0.958306,32.089264
SYN-W-0229,True,webcam,prolific,remote,27.673858,False,False,28.193909,True,1.232392,0.616268,0.074015,0.919227,28.392491
SYN-W-0230,True,webcam,prolific,remote,44.57643,False,False,42.862906,True,1.44401,0.477924,0.117745,0.953339,31.586867
SYN-W-0231,True,webcam,prolific,remote,67.351434,True,False,37.986305,False,1.038737,0.525212,0.032668,0.938805,29.845357
SYN-W-0232,True,webcam,prolific,remote,45.261227,True,False,28.863861,False,0.942223,0.490924,0.123653,0.971274,32.338099
SYN-W-0233,True,webcam,prolific,remote,80.0,False,False,30.327622,False,1.700068,0.460152,0.154627,0.885327,30.409851
SYN-W-0234,True,webcam,prolific,remote,33.487184,True,False,32.93731,False,1.201667,0.531706,0.124189,0.94071,27.863124
SYN-W-0235,True,webcam,prolific,remote,37.434101,False,False,27.370961,False,1.06718,0.633759,0.147066,0.9322,31.498185
SYN-W-0236,True,webcam,prolific,remote,43.873416,False,False,28.441535,False,1.26526,0.701067,0.0,0.970304,25.738548
SYN-W-0237,True,webcam,prolific,remote,59.482677,False,False,32.575539,False,0.861074,0.567801,0.05755,1.0,31.365341
SYN-W-0238,True,webcam,prolific,remote,20.336691,True,False,35.934953,False,1.288532,0.628284,0.046498,0.924749,26.072422
SYN-W-0239,True,webcam,prolific,remote,47.656474,False,False,35.413534,True,1.06712,0.627873,0.030614,0.914377,28.807294
SYN-W-0240,True,webcam,prolific,remote,69.017379,True,False,45.748412,False,1.500925,0.512351,0.073953,0.91903,31.489966
SYN-W-0241,True,webcam,prolific,remote,63.34553,True,False,38.093708,False,0.957603,0.594895,0.122984,0.91409,28.38815
SYN-W-0242,True,webcam,prolific,remote,28.163722,False,False,32.695919,True,0.776626,0.711747,0.048004,0.865816,25.776146
SYN-W-0243,True,webcam,prolific,remote,39.465512,False,False,26.78065,True,1.455459,0.511849,0.083566,0.931358,36.314859
SYN-W-0244,True,webcam,prolific,remote,41.804498,False,True,28.732222,True,1.453627,0.428597,0.102285,0.945967,27.411276
SYN-W-0245,True,webcam,prolific,remote,34.011122,False,False,36.756833,False,1.341124,0.316845,0.065202,0.919503,28.427375
SYN-W-0246,True,webcam,prolific,remote,25.712648,False,False,20.0,False,0.918052,0.489341,0.095585,0.940451,30.850228
SYN-W-0247,True,webcam,prolific,remote,26.823517,False,False,34.880386,False,1.942699,0.518222,0.213266,0.887149,26.784592
SYN-W-0248,True,webcam,prolific,remote,25.785971,False,False,44.026569,False,1.715,0.660561,0.162599,0.932291,31.456945
SYN-W-0249,True,webcam,prolific,remote,56.440582,False,False,40.767819,False,1.431431,0.2469,0.074036,0.929833,23.851414
SYN-W-0250,True,webcam,prolific,remote,44.951674,True,False,36.649743,False,1.004748,0.406412,0.118347,0.901851,31.361924
SYN-W-0251,True,webcam,prolific,remote,18.0,False,False,43.806396,False,1.144985,0.41586,0.102559,1.0,30.881862
SYN-W-0252,True,webcam,prolific,remote,61.40121,False,False,33.073593,False,1.350937,0.517709,0.025856,0.985332,28.407396
SYN-W-0253,True,webcam,prolific,remote,57.628721,False,True,29.981829,False,1.114827,0.454675,0.186282,0.965646,29.137958
SYN-W-0254,True,webcam,prolific,remote,37.082705,False,True,28.806707,False,1.017236,0.530762,0.141046,0.92988,34.825477
SYN-W-0255,True,webcam,prolific,remote,46.585871,True,False,42.906333,False,1.235666,0.586655,0.092029,0.892589,30.59977
SYN-W-0256,True,webcam,prolific,remote,18.0,True,False,60.742347,True,0.867896,0.636035,0.069645,0.953089,28.268324
SYN-W-0257,True,webcam,prolific,remote,72.945313,True,False,32.952474,False,0.942823,0.596524,0.129238,0.951288,31.733858
SYN-W-0258,True,webcam,prolific,remote,47.610765,False,False,25.146103,True,0.86703,0.993777,0.043177,0.922225,24.361611
SYN-W-0259,True,webcam,prolific,remote,22.038541,False,True,42.449809,False,1.103491,0.43438,0.122348,0.931613,32.024226
SYN-W-0260,True,webcam,prolific,remote,33.638559,False,False,35.146825,False,1.140829,0.337149,0.127284,0.983488,26.707055
SYN-W-0261,True,webcam,prolific,remote,50.558621,False,False,31.409623,False,1.922186,0.701183,0.063461,0.90612,31.430022
SYN-W-0262,True,webcam,prolific,remote,55.64996,False,False,38.755849,False,0.870203,0.5926,0.085579,0.865508,27.135679
SYN-W-0263,True,webcam,prolific,remote,37.517615,False,False,31.593375,False,1.216527,0.466687,0.077185,0.941206,27.625123
SYN-W-0264,True,webcam,prolific,remote,61.736583,False,False,22.933836,False,0.662798,0.575765,0.055865,0.975311,33.713191
SYN-W-0265,True,webcam,prolific,remote,27.229862,False,False,38.956095,False,1.214092,0.43058,0.143358,0.943601,26.86937
SYN-W-0266,True,webcam,prolific,remote,49.225666,False,True,37.86581,False,0.834019,0.652183,0.038873,0.914901,26.490087
SYN-W-0267,True,webcam,prolific,remote,28.59347,False,False,33.919429,False,0.832179,0.222454,0.094518,0.973934,31.648017
SYN-W-0268,True,webcam,prolific,remote,35.92085,False,False,47.385605,False,1.19152,0.505235,0.086542,0.957641,31.468276
SYN-W-0269,True,webcam,prolific,remote,31.540774,False,False,20.070504,True,1.258898,0.526889,0.139604,0.913121,30.14748
SYN-W-0270,True,webcam,prolific,remote,28.70484,False,False,33.023885,False,1.384524,0.392815,0.119851,0.878214,24.690467
SYN-W-0271,True,webcam,prolific,remote,54.542133,False,False,35.976419,False,0.871798,0.536288,0.044165,0.937359,28.594241
SYN-W-0272,True,webcam,prolific,remote,36.843708,False,False,23.2639,False,1.246213,0.452434,0.066934,1.0,28.094744
SYN-W-0273,True,webcam,prolific,remote,32.596519,True,False,39.263246,False,0.971698,0.188402,0.042319,0.948593,26.997038
SYN-W-0274,True,webcam,prolific,remote,50.368614,False,False,41.862746,False,1.007704,0.680781,0.142264,0.985116,34.982019
SYN-W-0275,True,webcam,prolific,remote,50.080773,True,False,29.798248,False,0.616446,0.473603,0.078203,0.940143,29.143172
SYN-W-0276,True,webcam,prolific,remote,59.343816,False,False,33.793219,False,1.462533,0.278715,0.073018,0.968782,27.674793
SYN-W-0277,True,webcam,prolific,remote,54.659418,False,False,21.135912,False,1.090323,0.673962,0.112736,0.957847,33.935837
SYN-W-0278,True,webcam,prolific,remote,48.469899,False,False,40.045164,True,0.554785,0.413504,0.081452,0.982661,30.156025
SYN-W-0279,True,webcam,prolific,remote,46.843704,True,False,33.004221,False,0.996675,0.516101,0.160909,0.953521,31.692312
SYN-W-0280,True,webcam,prolific,remote,18.0,True,False,34.548113,False,0.742306,0.814255,0.073007,0.978729,26.772075
SYN-W-0281,True,webcam,prolific,remote,38.533548,False,False,44.923113,False,0.800815,0.424335,0.116348,0.894811,31.055675
SYN-W-0282,True,webcam,prolific,remote,43.303781,False,False,29.855523,False,1.160168,0.217325,0.048555,0.909366,31.481322
SYN-W-0283,True,webcam,prolific,remote,36.214321,False,False,31.883802,False,1.118473,0.44861,0.043145,0.928696,33.296356
SYN-W-0284,True,webcam,prolific,remote,56.951074,False,False,34.252921,True,1.039421,0.50398,0.109057,0.964147,31.226448
SYN-W-0285,True,webcam,prolific,remote,44.311594,False,False,25.07307,False,0.695882,0.595323,0.111735,0.970736,30.023581
SYN-W-0286,True,webcam,prolific,remote,37.799011,False,False,35.425668,False,0.81921,0.363449,0.128852,0.895743,33.127423
SYN-W-0287,True,webcam,prolific,remote,34.928167,False,False,29.917282,False,0.716427,0.827706,0.10559,1.0,28.369167
SYN-W-0288,True,webcam,prolific,remote,49.04083,False,False,40.889848,False,1.445053,0.369169,0.048165,1.0,27.623612
SYN-W-0289,True,webcam,prolific,remote,34.503698,True,False,45.478511,True,0.981383,0.5411,0.0,0.957998,30.352491
SYN-W-0290,True,webcam,prolific,remote,45.375099,True,False,38.265576,False,1.426899,0.494537,0.065286,0.9046,31.400588
SYN-W-0291,True,webcam,prolific,remote,69.261835,True,True,35.660999,False,1.098679,0.54092,0.091215,0.991226,25.845314
SYN-W-0292,True,webcam,prolific,remote,31.137623,True,False,35.668765,True,1.19053,0.691976,0.098616,0.92449,30.108507
SYN-W-0293,True,webcam,prolific,remote,50.472361,True,False,36.181254,True,0.932162,0.323026,0.000876,0.976896,30.174069
SYN-W-0294,True,webcam,prolific,remote,68.784138,False,False,41.993669,False,1.328008,0.553678,0.078661,0.954097,30.535046
SYN-W-0295,True,webcam,prolific,remote,27.653305,True,False,34.080004,False,1.501255,0.579762,0.188456,0.930293,29.047638
SYN-W-0296,True,webcam,prolific,remote,52.090242,True,False,35.602858,False,1.583584,0.523996,0.141047,0.964138,31.905519
SYN-W-0297,True,webcam,prolific,remote,22.720924,False,False,34.740918,False,0.902459,0.567392,0.111082,0.933531,33.615919
SYN-W-0298,True,webcam,prolific,remote,62.239774,False,False,37.124076,False,1.270298,0.620354,0.113976,0.927611,26.856677
SYN-W-0299,True,webcam,prolific,remote,49.713704,True,False,36.76444,False,1.411256,0.514925,0.114821,0.927633,29.714969
SYN-W-0300,True,webcam,prolific,remote,65.428948,False,False,38.785136,False,1.472171,0.642235,0.101818,0.964893,30.949079
SYN-W-0301,True,webcam,prolific,remote,32.236456,False,False,43.588414,False,1.254072,0.663879,0.161936,0.954089,29.860913
SYN-W-0302,True,webcam,prolific,remote,27.119686,False,False,45.940857,False,1.824036,0.378547,0.071836,0.974118,34.693201
SYN-W-0303,True,webcam,prolific,remote,24.391391,True,False,40.107852,True,1.281711,0.502286,0.140522,0.974265,27.759365
SYN-W-0304,True,webcam,prolific,remote,42.615227,False,False,20.0,False,1.871525,0.346691,0.150371,0.995873,31.260929
SYN-W-0305,True,webcam,prolific,remote,19.424501,True,False,27.293848,True,1.731689,0.449562,0.133003,0.988642,28.166095
SYN-W-0306,True,webcam,prolific,remote,50.703557,False,False,36.75641,False,1.105186,0.541046,0.007015,0.96548,32.323111
SYN-W-0307,True,webcam,prolific,remote,53.174099,False,False,21.188898,False,0.490271,0.376815,0.089782,0.887199,29.095253
SYN-W-0308,True,webcam,prolific,remote,48.82518,True,False,30.849583,False,0.709707,0.391878,0.072688,0.966585,30.698881
SYN-W-0309,True,webcam,prolific,remote,66.003167,False,False,20.0,False,1.451321,0.694069,0.077059,0.930729,30.407448
SYN-W-0310,True,webcam,prolific,remote,47.379515,False,False,43.73237,False,1.335951,0.769862,0.128212,0.944375,25.630901
SYN-W-0311,True,webcam,prolific,remote,59.342801,False,False,30.493666,False,0.935937,0.361591,0.04888,0.963432,31.42993
SYN-W-0312,True,webcam,prolific,remote,33.217886,False,False,41.445729,False,1.298796,0.098575,0.0,0.929542,26.177524
SYN-W-0313,True,webcam,prolific,remote,47.185875,True,False,20.0,False,1.168963,0.686434,0.143196,1.0,29.236283
SYN-W-0314,True,webcam,prolific,remote,42.282944,True,False,38.293229,False,1.361677,0.471159,0.115576,0.900602,27.390324
SYN-W-0315,True,webcam,prolific,remote,43.890449,True,False,29.730798,False,0.961934,0.564597,0.058066,0.875995,29.698104
SYN-W-0316,True,webcam,prolific,remote,54.789484,False,False,30.700105,False,1.1273,0.777938,0.151359,0.966731,29.530131
SYN-W-0317,True,webcam,prolific,remote,46.006039,False,False,29.503874,False,1.545862,0.526897,0.033883,0.866841,27.450299
SYN-W-0318,True,webcam,prolific,remote,59.463615,True,False,33.620445,False,1.12416,0.824076,0.083993,0.928803,30.749323
SYN-W-0319,True,webcam,prolific,remote,70.493506,False,False,40.96568,False,1.305044,0.291924,0.048752,1.0,29.920553
SYN-W-0320,True,webcam,prolific,remote,39.184246,False,False,34.681527,False,0.783107,0.434311,0.087164,0.927529,31.656976
SYN-W-0321,True,webcam,prolific,remote,40.336377,False,False,22.729754,False,0.923468,0.309877,0.026601,0.901607,29.729418
SYN-W-0322,True,webcam,prolific,remote,33.559106,False,False,45.294938,False,0.828259,0.714658,0.169049,0.882135,29.476474
SYN-W-0323,True,webcam,prolific,remote,51.264535,False,False,30.940441,True,1.399859,0.455537,0.136269,0.873609,29.203245
SYN-W-0324,True,webcam,prolific,remote,53.858707,False,False,32.586788,True,1.820865,0.610769,0.174513,0.931796,25.531905
SYN-W-0325,True,webcam,prolific,remote,47.244824,False,False,36.578888,False,1.197685,0.349621,0.135567,0.952342,27.59111
SYN-W-0326,True,webcam,prolific,remote,47.551793,False,False,39.436434,False,1.307784,0.63547,0.038263,0.925657,31.837097
SYN-W-0327,True,webcam,prolific,remote,52.497824,True,False,35.986224,False,1.02122,0.382835,0.119629,0.953995,33.260556
SYN-W-0328,True,webcam,prolific,remote,42.384539,False,False,33.790939,False,1.149585,0.359179,0.075113,0.97091,27.322952
SYN-W-0329,True,webcam,prolific,remote,48.562622,True,False,40.974147,True,1.266653,0.228585,0.12909,0.893946,29.682148
SYN-W-0330,True,webcam,prolific,remote,23.689527,False,False,28.935134,False,0.915618,0.227181,0.0861,1.0,34.367
SYN-W-0331,True,webcam,prolific,remote,34.240412,False,False,31.634295,False,1.091166,0.397063,0.083455,0.94439,31.374087
SYN-W-0332,True,webcam,prolific,remote,51.67703,False,False,20.705717,True,1.265064,0.115865,0.101395,0.964731,30.89134
SYN-W-0333,True,webcam,prolific,remote,41.91586,True,False,32.577593,False,1.147146,0.350165,0.134413,0.95715,30.31705
SYN-W-0334,True,webcam,prolific,remote,31.780688,True,False,26.824902,False,0.976488,0.497469,0.15205,0.880619,32.397794
SYN-W-0335,True,webcam,prolific,remote,27.446434,True,False,46.619983,False,0.935441,0.31695,0.164843,0.923741,26.895554
SYN-W-0336,True,webcam,prolific,remote,53.051783,True,False,35.246504,False,0.826481,0.585285,0.150547,0.961132,31.72561
SYN-W-0337,True,webcam,prolific,remote,41.100299,False,False,27.136574,False,0.734793,0.462024,0.173002,0.933187,29.609122
SYN-W-0338,True,webcam,prolific,remote,44.37166,True,False,29.328923,True,0.808168,0.561084,0.105878,0.93611,29.489707
SYN-W-0339,True,webcam,prolific,remote,40.684128,False,False,26.039987,False,0.98168,0.296772,0.0,0.919158,29.284835
SYN-W-0340,True,webcam,prolific,remote,42.73157,False,False,41.131007,False,1.341562,0.382386,0.080705,0.996801,31.48117
SYN-W-0341,True,webcam,prolific,remote,52.836422,False,False,23.995499,False,0.819686,0.580375,0.066811,0.93592,31.408842
SYN-W-0342,True,webcam,prolific,remote,56.793724,True,False,30.45567,False,0.928704,0.625169,0.134758,0.941911,29.879963
SYN-W-0343,True,webcam,prolific,remote,55.87407,True,False,35.522026,False,0.873359,0.630552,0.100122,0.964644,32.895423
SYN-W-0344,True,webcam,prolific,remote,37.622657,False,False,25.438032,False,1.256363,0.428609,0.150915,0.875152,34.791692
SYN-W-0345,True,webcam,prolific,remote,22.253938,False,True,25.642206,False,1.012443,0.548469,0.091699,0.976633,29.246971
SYN-W-0346,True,webcam,prolific,remote,71.603473,True,False,34.067171,True,1.064339,0.557923,0.006424,0.958835,33.130852
SYN-W-0347,True,webcam,prolific,remote,44.458484,False,True,36.874627,False,1.419164,0.591754,0.135075,0.942691,31.071451
SYN-W-0348,True,webcam,prolific,remote,48.53902,True,False,35.967534,False,1.233088,0.413583,0.150035,0.93791,27.648581
SYN-W-0349,True,webcam,prolific,remote,54.835489,True,False,36.654887,False,0.489728,0.384234,0.033869,0.907879,31.13371
SYN-W-0350,True,webcam,prolific,remote,55.967653,False,False,40.875693,False,1.473706,0.596488,0.036288,0.974287,27.046209
SYN-W-0351,True,webcam,prolific,remote,28.426076,True,False,39.353231,False,1.218161,0.289763,0.091777,0.929739,31.854045
SYN-W-0352,True,webcam,prolific,remote,43.581432,False,False,35.848202,False,1.5,0.60919,0.139029,0.884182,33.110961
SYN-W-0353,True,webcam,prolific,remote,51.690718,True,False,35.042697,False,1.07639,0.642907,0.094584,0.920635,28.003944
SYN-W-0354,True,webcam,prolific,remote,32.85246,False,True,28.433789,False,0.335964,0.689846,0.136569,0.84026,34.022015
SYN-W-0355,True,webcam,prolific,remote,37.215173,False,False,32.435759,False,1.455263,0.386089,0.068563,0.971595,30.799183
SYN-W-0356,True,webcam,prolific,remote,22.560028,True,False,38.796692,False,0.753923,0.468045,0.0,0.974794,28.227844
SYN-W-0357,True,webcam,prolific,remote,59.298712,True,False,31.963956,False,0.972025,0.503737,0.066748,0.911504,29.005461
SYN-W-0358,True,webcam,prolific,remote,63.019791,True,False,26.063462,False,1.30096,0.394153,0.116494,0.896248,27.984324
SYN-W-0359,True,webcam,prolific,remote,59.785561,True,False,26.548517,False,0.963304,0.489298,0.086673,0.978668,30.999208
SYN-W-0360,True,webcam,prolific,remote,47.248936,True,True,20.0,False,1.223631,0.475229,0.06915,0.936091,27.263341
SYN-W-0361,True,webcam,prolific,remote,49.980549,True,False,26.960741,False,1.678652,0.442919,0.105023,0.951006,31.241662
SYN-W-0362,True,webcam,prolific,remote,43.812813,False,False,44.216162,True,1.595414,0.331446,0.0,0.927797,25.765996
SYN-W-0363,True,webcam,prolific,remote,43.835193,False,False,46.563702,False,0.82375,0.26969,0.160653,1.0,29.401884
SYN-W-0364,True,webcam,prolific,remote,37.681709,True,False,25.059742,False,0.991227,0.650296,0.149264,0.99028,27.96328
SYN-W-0365,True,webcam,prolific,remote,29.273786,False,False,34.711393,False,0.688615,0.477074,0.087408,0.927061,33.963719
SYN-W-0366,True,webcam,prolific,remote,24.452651,False,False,36.341483,False,0.728078,0.581804,0.132378,0.931985,30.497536
SYN-W-0367,True,webcam,prolific,remote,18.0,False,False,31.184309,True,0.882025,0.624418,0.038925,0.944868,33.948247
SYN-W-0368,True,webcam,prolific,remote,57.088608,False,False,32.583928,False,1.234001,0.604061,0.075654,0.947668,28.238213
SYN-W-0369,True,webcam,prolific,remote,32.456135,False,True,40.168649,False,1.278029,0.35925,0.054887,0.933628,30.783286
SYN-W-0370,True,webcam,prolific,remote,38.395144,True,False,35.122971,True,1.648797,0.549372,0.200922,0.996514,32.699244
SYN-W-0371,True,webcam,prolific,remote,28.781912,True,False,42.337172,True,0.996652,0.380494,0.041083,0.958528,28.435454
SYN-W-0372,True,webcam,prolific,remote,43.646069,True,False,29.650345,False,1.055308,0.44993,0.109563,0.903819,29.756173
SYN-W-0373,True,webcam,prolific,remote,47.705324,True,False,31.225918,False,1.285063,0.958015,0.127336,0.900771,30.476628
SYN-W-0374,True,webcam,prolific,remote,55.19254,True,False,46.502247,False,0.541295,0.612201,0.182885,0.921909,27.333585
SYN-W-0375,True,webcam,prolific,remote,39.7276,False,True,34.362675,False,1.872564,0.301077,0.073234,0.906453,28.076044
SYN-W-0376,True,webcam,prolific,remote,31.344266,False,False,24.334396,False,1.213846,0.565485,0.059577,0.927533,30.586197
SYN-W-0377,True,webcam,prolific,remote,37.124381,False,False,31.863705,False,1.483108,0.459904,0.092104,0.979388,29.944355
SYN-W-0378,True,webcam,prolific,remote,36.494071,False,False,23.04708,False,1.174712,0.603048,0.114642,0.914028,29.610726
SYN-W-0379,True,webcam,prolific,remote,30.640564,False,True,43.033491,False,0.54405,0.587806,0.173277,0.913387,30.869261
SYN-W-0380,True,webcam,prolific,remote,32.427363,True,False,38.328261,False,1.153599,0.412337,0.126182,0.979339,28.182959
SYN-W-0381,True,webcam,prolific,remote,61.83507,False,False,36.991416,False,0.820971,0.65107,0.121901,1.0,34.06414
SYN-W-0382,True,webcam,prolific,remote,55.796222,False,False,46.265517,False,1.073558,0.395704,0.093276,0.951396,28.920479
SYN-W-0383,True,webcam,prolific,remote,28.242918,False,False,22.687124,False,1.599527,0.547903,0.096592,0.911397,26.991409
SYN-W-0384,True,webcam,prolific,remote,35.861957,False,True,33.023891,False,1.454389,0.627318,0.143203,0.935573,34.264908
SYN-W-0385,True,webcam,prolific,remote,48.995964,True,False,34.106446,False,0.620938,0.456651,0.102212,0.932426,29.825455
SYN-W-0386,True,webcam,prolific,remote,46.109162,True,False,41.993975,False,0.990149,0.642411,0.109681,0.917218,29.948711
SYN-W-0387,True,webcam,prolific,remote,47.264186,False,False,34.815055,False,0.935994,0.45506,0.18085,0.879395,28.109314
SYN-W-0388,True,webcam,prolific,remote,45.575941,False,False,35.116657,False,0.55788,0.681679,0.138995,0.944179,29.202981
SYN-W-0389,True,webcam,prolific,remote,70.860945,False,True,36.041758,False,0.762065,0.609024,0.114566,0.930496,27.275573
SYN-W-0390,True,webcam,prolific,remote,38.195795,False,False,37.29987,False,1.041694,0.059817,0.127765,0.922068,34.122479
SYN-W-0391,True,webcam,prolific,remote,44.094903,False,False,32.195114,False,0.786144,0.524686,0.149,0.911897,27.77477
SYN-W-0392,True,webcam,prolific,remote,46.856393,True,False,30.581244,False,1.287725,0.459478,0.093069,0.903653,36.644231
SYN-W-0393,True,webcam,prolific,remote,50.633515,True,False,31.322819,False,1.574365,0.484182,0.165329,0.894799,29.758391
SYN-W-0394,True,webcam,prolific,remote,46.729553,False,False,27.132632,False,1.071877,0.470883,0.054176,0.902573,31.50037
SYN-W-0395,True,webcam,prolific,remote,28.318926,True,True,40.124028,False,1.31654,0.405408,0.202412,0.939264,30.45034
SYN-W-0396,True,webcam,prolific,remote,47.85759,False,False,38.843998,False,1.132487,0.548367,0.143493,1.0,33.170182
SYN-W-0397,True,webcam,prolific,remote,42.8312,False,False,43.673389,False,1.13652,0.51693,0.176906,0.96115,34.064525
SYN-W-0398,True,webcam,prolific,remote,54.697459,False,False,21.823453,False,1.327915,0.444286,0.118568,0.949927,27.96485
SYN-W-0399,True,webcam,prolific,remote,29.35685,False,False,41.758577,False,0.838213,0.678429,0.142594,0.962624,34.407178
SYN-W-0400,True,webcam,prolific,remote,46.011212,True,False,36.896893,False,1.260839,0.540192,0.164798,0.94214,32.154026
SYN-W-0401,True,webcam,prolific,remote,28.947517,False,True,28.70943,False,0.724181,0.450946,0.064211,0.880772,26.678517
SYN-W-0402,True,webcam,prolific,remote,66.098131,False,False,32.992743,False,1.370942,0.592448,0.17557,0.900694,33.330779
SYN-W-0403,True,webcam,prolific,remote,56.031059,False,False,27.345645,False,0.912939,0.978716,0.083115,0.960794,30.551897
SYN-W-0404,True,webcam,prolific,remote,57.234632,True,False,29.888319,False,1.070991,0.613322,0.078389,0.939621,28.737813
SYN-W-0405,True,webcam,prolific,remote,60.92207,False,False,37.989168,False,1.05653,0.479541,0.089227,0.96506,28.631216
SYN-W-0406,True,webcam,prolific,remote,53.11567,False,False,44.103201,False,1.311585,0.475612,0.038888,0.902552,29.073197
SYN-W-0407,True,webcam,prolific,remote,19.59053,False,False,40.000559,False,1.293456,0.384849,0.093217,0.937155,28.916001
SYN-W-0408,True,webcam,prolific,remote,21.895126,True,False,20.700873,True,1.245076,0.359744,0.011163,0.937666,31.264815
SYN-W-0409,True,webcam,prolific,remote,55.483566,False,False,24.082072,False,0.681071,0.36206,0.062211,0.893702,32.602408
SYN-W-0410,True,webcam,prolific,remote,42.613483,True,False,35.048812,True,1.310338,0.57172,0.139293,0.940094,27.061815
SYN-W-0411,True,webcam,prolific,remote,51.181633,False,False,36.785163,False,1.482216,0.381825,0.110857,0.849567,30.040818
SYN-W-0412,True,webcam,prolific,remote,51.957822,True,True,39.9118,True,1.517148,0.445836,0.047631,0.974091,32.872631
SYN-W-0413,True,webcam,prolific,remote,41.020582,False,False,46.031585,False,1.091538,0.414868,0.096182,0.913586,27.568887
SYN-W-0414,True,webcam,prolific,remote,48.85733,True,False,28.734133,False,1.003189,0.325965,0.040883,0.92522,30.638888
SYN-W-0415,True,webcam,prolific,remote,59.496951,False,False,25.796358,False,1.176781,0.636982,0.035217,0.920437,33.217652
SYN-W-0416,True,webcam,prolific,remote,41.969484,False,True,31.147886,False,1.049808,0.585975,0.075711,0.928415,36.460382
SYN-W-0417,True,webcam,prolific,remote,57.733469,False,False,34.888021,False,0.976182,0.485901,0.077203,0.991417,29.782574
SYN-W-0418,True,webcam,prolific,remote,29.740438,False,False,34.623176,False,0.999037,0.634001,0.016176,0.954175,31.893276
SYN-W-0419,True,webcam,prolific,remote,59.522583,False,False,27.763395,False,1.470062,0.724447,0.049121,0.945297,30.458086
SYN-W-0420,True,webcam,prolific,remote,46.914482,False,False,25.222833,False,0.824243,0.433423,0.090648,0.944036,29.293136
SYN-W-0421,True,webcam,prolific,remote,37.631267,True,False,36.834892,False,1.167111,0.424667,0.121441,0.967095,30.509044
SYN-W-0422,True,webcam,prolific,remote,40.992176,True,False,38.657814,True,1.15256,0.500282,0.053394,0.99086,26.39659
SYN-W-0423,True,webcam,prolific,remote,32.558071,False,False,40.637836,False,1.726598,0.639961,0.07719,0.953034,28.397064
SYN-W-0424,True,webcam,prolific,remote,47.200424,False,False,31.138852,False,0.453786,0.674699,0.053342,0.903663,23.572187
SYN-W-0425,True,webcam,prolific,remote,52.887446,True,False,22.264254,True,1.114433,0.266372,0.135914,0.987153,35.044484
SYN-W-0426,True,webcam,prolific,remote,46.869881,False,False,43.868409,False,1.080613,0.540175,0.133928,0.974046,29.551731
SYN-W-0427,True,webcam,prolific,remote,19.824645,True,False,33.704257,True,1.199051,0.704239,0.076272,0.936006,25.494811
SYN-W-0428,True,webcam,prolific,remote,46.755076,False,True,33.400625,False,1.336427,0.596107,0.080325,0.914849,24.269752
SYN-W-0429,True,webcam,prolific,remote,57.847303,False,False,23.445516,False,0.986175,0.544362,0.08683,0.984153,32.854484
SYN-W-0430,True,webcam,prolific,remote,50.052814,False,False,28.634793,False,1.214328,0.277449,0.130858,0.916857,33.126975
SYN-W-0431,True,webcam,prolific,remote,60.823906,False,False,48.772862,False,0.911813,0.272537,0.115422,0.964162,28.491925
SYN-W-0432,True,webcam,prolific,remote,18.0,False,False,50.244414,False,0.901741,0.537317,0.137374,0.936588,33.591251
SYN-W-0433,True,webcam,prolific,remote,41.619113,False,False,36.401684,True,1.239082,0.246757,0.034795,0.948085,28.660822
SYN-W-0434,True,webcam,prolific,remote,47.762736,False,False,32.863251,True,1.402981,0.535807,0.099146,0.944928,31.256851
SYN-W-0435,True,webcam,prolific,remote,40.122016,False,False,44.02779,True,0.650641,0.391911,0.115895,0.932849,31.20312
SYN-W-0436,True,webcam,prolific,remote,49.575291,True,False,47.369978,True,1.124169,0.416043,0.065488,0.943221,32.709243
SYN-W-0437,True,webcam,prolific,remote,29.936939,True,False,40.542097,False,1.056392,0.230972,0.150673,0.90547,26.518086
SYN-W-0438,True,webcam,prolific,remote,52.541086,True,False,23.646269,False,0.781881,0.288707,0.086617,0.91927,30.583643
SYN-W-0439,True,webcam,prolific,remote,18.0,True,False,24.409826,True,0.92857,0.686117,0.0,0.934026,28.810518
SYN-W-0440,True,webcam,prolific,remote,60.417341,False,False,34.587223,False,0.89871,0.509635,0.136477,0.915343,32.291339
