comparison_unit_id,scenario,stimulus_id,device,aoi_name,sample_count,dwell_share
SYN-P012,high_dropout,SYN-FACE-01,webcam,left_eye,0,0.0
SYN-P012,high_dropout,SYN-FACE-01,webcam,mouth,4,0.07017543859649122
SYN-P012,high_dropout,SYN-FACE-01,webcam,nose,14,0.24561403508771928
SYN-P012,high_dropout,SYN-FACE-01,webcam,other,16,0.2807017543859649
SYN-P012,high_dropout,SYN-FACE-01,webcam,right_eye,23,0.40350877192982454
SYN-P012,high_dropout,SYN-FACE-02,professional,left_eye,0,0.0
SYN-P012,high_dropout,SYN-FACE-02,professional,mouth,32,0.09014084507042254
SYN-P012,high_dropout,SYN-FACE-02,professional,nose,38,0.10704225352112676
SYN-P012,high_dropout,SYN-FACE-02,professional,other,124,0.3492957746478873
SYN-P012,high_dropout,SYN-FACE-02,professional,right_eye,161,0.4535211267605634
SYN-P012,high_dropout,SYN-FACE-02,webcam,left_eye,0,0.0
SYN-P012,high_dropout,SYN-FACE-02,webcam,mouth,5,0.08771929824561403
SYN-P012,high_dropout,SYN-FACE-02,webcam,nose,5,0.08771929824561403
SYN-P012,high_dropout,SYN-FACE-02,webcam,other,21,0.3684210526315789
SYN-P012,high_dropout,SYN-FACE-02,webcam,right_eye,26,0.45614035087719296
SYN-P012,high_dropout,SYN-FACE-03,professional,left_eye,4,0.011235955056179775
SYN-P012,high_dropout,SYN-FACE-03,professional,mouth,32,0.0898876404494382
SYN-P012,high_dropout,SYN-FACE-03,professional,nose,41,0.1151685393258427
SYN-P012,high_dropout,SYN-FACE-03,professional,other,137,0.3848314606741573
SYN-P012,high_dropout,SYN-FACE-03,professional,right_eye,142,0.398876404494382
SYN-P012,high_dropout,SYN-FACE-03,webcam,left_eye,0,0.0
SYN-P012,high_dropout,SYN-FACE-03,webcam,mouth,4,0.06451612903225806
SYN-P012,high_dropout,SYN-FACE-03,webcam,nose,9,0.14516129032258066
SYN-P012,high_dropout,SYN-FACE-03,webcam,other,23,0.3709677419354839
SYN-P012,high_dropout,SYN-FACE-03,webcam,right_eye,26,0.41935483870967744
